Entidad federativa,Grupo quinquenal de edad,año,Hombres,Mujeres,Total
San Luis Potosí,No especificado,"1,990","4,320","4,553","8,873"
San Luis Potosí,75 años y más,"1,990","19,349","21,126","40,475"
Sinaloa,0 a 4 años,"1,990","136,016","132,231","268,247"
Sinaloa,05 a 9 años,"1,990","142,135","139,039","281,174"
Sinaloa,10 a 14 años,"1,990","150,517","146,753","297,270"
Sinaloa,15 a 19 años,"1,990","140,816","139,677","280,493"
Sinaloa,20 a 24 años,"1,990","101,847","106,772","208,619"
Sinaloa,25 a 29 años,"1,990","79,037","85,690","164,727"
Sinaloa,30 a 34 años,"1,990","68,835","74,388","143,223"
Sinaloa,35 a 39 años,"1,990","60,397","62,301","122,698"
Sinaloa,40 a 44 años,"1,990","48,726","47,888","96,614"
Sinaloa,45 a 49 años,"1,990","42,140","39,713","81,853"
Sinaloa,50 a 54 años,"1,990","33,749","32,094","65,843"
Sinaloa,55 a 59 años,"1,990","26,374","24,539","50,913"
Sinaloa,60 a 64 años,"1,990","21,257","20,364","41,621"
Sinaloa,65 a 69 años,"1,990","15,954","15,327","31,281"
Sinaloa,70 a 74 años,"1,990","11,463","11,577","23,040"
Sinaloa,No especificado,"1,990","6,073","6,219","12,292"
Sinaloa,75 años y más,"1,990","16,285","17,861","34,146"
Sonora,0 a 4 años,"1,990","108,387","105,077","213,464"
Sonora,05 a 9 años,"1,990","109,677","107,091","216,768"
Sonora,10 a 14 años,"1,990","111,941","110,404","222,345"
Sonora,15 a 19 años,"1,990","110,096","107,793","217,889"
Sonora,20 a 24 años,"1,990","90,097","90,934","181,031"
Sonora,25 a 29 años,"1,990","73,717","77,264","150,981"
Sonora,30 a 34 años,"1,990","65,544","67,764","133,308"
Sonora,35 a 39 años,"1,990","54,143","54,105","108,248"
Sonora,40 a 44 años,"1,990","41,561","40,639","82,200"
Sonora,45 a 49 años,"1,990","35,133","34,493","69,626"
Sonora,50 a 54 años,"1,990","29,626","28,739","58,365"
Sonora,55 a 59 años,"1,990","23,373","22,066","45,439"
Sonora,60 a 64 años,"1,990","18,600","18,206","36,806"
Sonora,65 a 69 años,"1,990","14,377","13,487","27,864"
Sonora,70 a 74 años,"1,990","9,514","9,577","19,091"
Sonora,No especificado,"1,990","7,054","7,025","14,079"
Sonora,75 años y más,"1,990","12,248","13,854","26,102"
Tabasco,0 a 4 años,"1,990","104,972","103,143","208,115"
Tabasco,05 a 9 años,"1,990","108,915","107,526","216,441"
Tabasco,10 a 14 años,"1,990","103,535","102,721","206,256"
Tabasco,15 a 19 años,"1,990","86,746","89,918","176,664"
Tabasco,20 a 24 años,"1,990","69,672","74,737","144,409"
Tabasco,25 a 29 años,"1,990","59,055","62,320","121,375"
Tabasco,30 a 34 años,"1,990","47,742","48,799","96,541"
Tabasco,35 a 39 años,"1,990","42,114","42,021","84,135"
Tabasco,40 a 44 años,"1,990","29,056","28,148","57,204"
Tabasco,45 a 49 años,"1,990","24,496","23,693","48,189"
Tabasco,50 a 54 años,"1,990","19,474","18,375","37,849"
Tabasco,55 a 59 años,"1,990","15,182","13,916","29,098"
Tabasco,60 a 64 años,"1,990","12,094","11,194","23,288"
Tabasco,65 a 69 años,"1,990","7,991","7,464","15,455"
Tabasco,70 a 74 años,"1,990","6,160","5,429","11,589"
Tabasco,No especificado,"1,990","2,676","2,731","5,407"
Tabasco,75 años y más,"1,990","10,102","9,627","19,729"
Tamaulipas,0 a 4 años,"1,990","130,667","126,143","256,810"
Tamaulipas,05 a 9 años,"1,990","132,176","128,108","260,284"
Tamaulipas,10 a 14 años,"1,990","135,450","133,365","268,815"
Tamaulipas,15 a 19 años,"1,990","136,022","137,771","273,793"
Tamaulipas,20 a 24 años,"1,990","112,132","119,039","231,171"
Tamaulipas,25 a 29 años,"1,990","91,069","97,042","188,111"
Tamaulipas,30 a 34 años,"1,990","76,115","81,194","157,309"
Tamaulipas,35 a 39 años,"1,990","61,796","65,351","127,147"
Tamaulipas,40 a 44 años,"1,990","48,771","52,035","100,806"
Tamaulipas,45 a 49 años,"1,990","43,149","44,565","87,714"
Tamaulipas,50 a 54 años,"1,990","36,189","38,372","74,561"
Tamaulipas,55 a 59 años,"1,990","29,068","29,998","59,066"
Tamaulipas,60 a 64 años,"1,990","23,683","25,097","48,780"
Tamaulipas,65 a 69 años,"1,990","17,599","18,341","35,940"
Tamaulipas,70 a 74 años,"1,990","10,647","11,351","21,998"
Tamaulipas,No especificado,"1,990","8,866","9,150","18,016"
Tamaulipas,75 años y más,"1,990","18,299","20,961","39,260"
Tlaxcala,0 a 4 años,"1,990","49,841","48,163","98,004"
Tlaxcala,05 a 9 años,"1,990","53,958","53,525","107,483"
Tlaxcala,10 a 14 años,"1,990","52,735","51,840","104,575"
Tlaxcala,15 a 19 años,"1,990","44,518","45,270","89,788"
Tlaxcala,20 a 24 años,"1,990","34,424","37,265","71,689"
Tlaxcala,25 a 29 años,"1,990","27,447","30,159","57,606"
Tlaxcala,30 a 34 años,"1,990","22,925","25,175","48,100"
Tlaxcala,35 a 39 años,"1,990","19,043","20,430","39,473"
Tlaxcala,40 a 44 años,"1,990","14,427","14,972","29,399"
Tlaxcala,45 a 49 años,"1,990","12,476","13,073","25,549"
Tlaxcala,50 a 54 años,"1,990","10,037","10,832","20,869"
Tlaxcala,55 a 59 años,"1,990","8,478","9,121","17,599"
Tlaxcala,60 a 64 años,"1,990","7,334","7,615","14,949"
Tlaxcala,65 a 69 años,"1,990","5,870","6,173","12,043"
Tlaxcala,70 a 74 años,"1,990","4,012","4,272","8,284"
Tlaxcala,No especificado,"1,990",400,447,847
Tlaxcala,75 años y más,"1,990","7,205","7,815","15,020"
Veracruz de Ignacio de la Llave,0 a 4 años,"1,990","393,484","383,936","777,420"
Veracruz de Ignacio de la Llave,05 a 9 años,"1,990","416,819","404,814","821,633"
Veracruz de Ignacio de la Llave,10 a 14 años,"1,990","401,438","394,500","795,938"
Veracruz de Ignacio de la Llave,15 a 19 años,"1,990","356,386","359,029","715,415"
Veracruz de Ignacio de la Llave,20 a 24 años,"1,990","284,723","304,603","589,326"
Veracruz de Ignacio de la Llave,25 a 29 años,"1,990","233,676","251,749","485,425"
Veracruz de Ignacio de la Llave,30 a 34 años,"1,990","195,773","209,549","405,322"
Veracruz de Ignacio de la Llave,35 a 39 años,"1,990","174,334","187,334","361,668"
Veracruz de Ignacio de la Llave,40 a 44 años,"1,990","135,545","140,921","276,466"
Veracruz de Ignacio de la Llave,45 a 49 años,"1,990","118,069","122,118","240,187"
Veracruz de Ignacio de la Llave,50 a 54 años,"1,990","95,161","99,020","194,181"
Veracruz de Ignacio de la Llave,55 a 59 años,"1,990","74,293","77,907","152,200"
Veracruz de Ignacio de la Llave,60 a 64 años,"1,990","61,852","65,696","127,548"
Veracruz de Ignacio de la Llave,65 a 69 años,"1,990","43,691","46,448","90,139"
Veracruz de Ignacio de la Llave,70 a 74 años,"1,990","30,885","32,835","63,720"
Veracruz de Ignacio de la Llave,No especificado,"1,990","12,969","13,678","26,647"
Veracruz de Ignacio de la Llave,75 años y más,"1,990","48,329","56,675","105,004"
Yucatán,0 a 4 años,"1,990","86,107","84,320","170,427"
Yucatán,05 a 9 años,"1,990","88,058","85,970","174,028"
Yucatán,10 a 14 años,"1,990","85,649","83,759","169,408"
Yucatán,15 a 19 años,"1,990","76,134","79,519","155,653"
Yucatán,20 a 24 años,"1,990","58,580","62,992","121,572"
Yucatán,25 a 29 años,"1,990","48,128","52,398","100,526"
Yucatán,30 a 34 años,"1,990","42,043","44,696","86,739"
Yucatán,35 a 39 años,"1,990","38,481","41,153","79,634"
Yucatán,40 a 44 años,"1,990","31,759","32,516","64,275"
Yucatán,45 a 49 años,"1,990","25,916","26,605","52,521"
Yucatán,50 a 54 años,"1,990","21,001","21,969","42,970"
Yucatán,55 a 59 años,"1,990","16,975","17,727","34,702"
Yucatán,60 a 64 años,"1,990","14,800","15,499","30,299"
Yucatán,65 a 69 años,"1,990","12,918","12,937","25,855"
Yucatán,70 a 74 años,"1,990","10,390","9,873","20,263"
Yucatán,No especificado,"1,990","1,983","2,097","4,080"
Yucatán,75 años y más,"1,990","14,970","15,018","29,988"
Zacatecas,0 a 4 años,"1,990","87,473","84,857","172,330"
Zacatecas,05 a 9 años,"1,990","89,374","87,115","176,489"
Zacatecas,10 a 14 años,"1,990","92,729","92,053","184,782"
Zacatecas,15 a 19 años,"1,990","77,277","81,322","158,599"
Zacatecas,20 a 24 años,"1,990","52,525","62,465","114,990"
Zacatecas,25 a 29 años,"1,990","38,980","45,827","84,807"
Zacatecas,30 a 34 años,"1,990","32,770","37,426","70,196"
Zacatecas,35 a 39 años,"1,990","27,669","30,757","58,426"
Zacatecas,40 a 44 años,"1,990","22,993","25,339","48,332"
Zacatecas,45 a 49 años,"1,990","21,422","23,105","44,527"
Zacatecas,50 a 54 años,"1,990","17,986","19,321","37,307"
Zacatecas,55 a 59 años,"1,990","15,436","15,681","31,117"
Zacatecas,60 a 64 años,"1,990","13,843","13,953","27,796"
Zacatecas,65 a 69 años,"1,990","10,476","10,425","20,901"
Zacatecas,70 a 74 años,"1,990","7,124","7,120","14,244"
Zacatecas,No especificado,"1,990","1,496","1,599","3,095"
Zacatecas,75 años y más,"1,990","14,090","14,295","28,385"
Aguascalientes,0 a 4 años,"1,995","56,920","55,509","112,429"
Aguascalientes,05 a 9 años,"1,995","54,663","53,017","107,680"
Aguascalientes,10 a 14 años,"1,995","52,977","51,106","104,083"
Aguascalientes,15 a 19 años,"1,995","48,025","49,036","97,061"
Aguascalientes,20 a 24 años,"1,995","42,402","46,499","88,901"
Aguascalientes,25 a 29 años,"1,995","33,658","38,181","71,839"
Aguascalientes,30 a 34 años,"1,995","29,478","32,739","62,217"
Aguascalientes,35 a 39 años,"1,995","25,116","27,433","52,549"
Aguascalientes,40 a 44 años,"1,995","19,467","20,664","40,131"
Aguascalientes,45 a 49 años,"1,995","15,260","16,418","31,678"
Aguascalientes,50 a 54 años,"1,995","11,930","12,595","24,525"
Aguascalientes,55 a 59 años,"1,995","8,436","9,210","17,646"
Aguascalientes,60 a 64 años,"1,995","7,378","8,522","15,900"
Aguascalientes,65 a 69 años,"1,995","5,412","6,458","11,870"
Aguascalientes,70 a 74 años,"1,995","4,438","5,014","9,452"
Aguascalientes,No especificado,"1,995",607,647,"1,254"
Aguascalientes,75 años y más,"1,995","6,157","7,348","13,505"
Baja California,0 a 4 años,"1,995","131,186","126,670","257,856"
Baja California,05 a 9 años,"1,995","121,542","117,386","238,928"
Baja California,10 a 14 años,"1,995","106,410","102,492","208,902"
Baja California,15 a 19 años,"1,995","108,162","106,980","215,142"
Baja California,20 a 24 años,"1,995","121,008","119,044","240,052"
Baja California,25 a 29 años,"1,995","105,757","102,591","208,348"
Baja California,30 a 34 años,"1,995","88,797","86,354","175,151"
Baja California,35 a 39 años,"1,995","71,708","71,436","143,144"
Baja California,40 a 44 años,"1,995","52,968","52,531","105,499"
Baja California,45 a 49 años,"1,995","39,883","40,723","80,606"
Baja California,50 a 54 años,"1,995","31,978","32,081","64,059"
Baja California,55 a 59 años,"1,995","23,550","24,288","47,838"
Baja California,60 a 64 años,"1,995","19,816","20,742","40,558"
Baja California,65 a 69 años,"1,995","14,528","15,196","29,724"
Baja California,70 a 74 años,"1,995","10,598","10,450","21,048"
Baja California,No especificado,"1,995","5,098","4,918","10,016"
Baja California,75 años y más,"1,995","11,602","13,667","25,269"
Baja California Sur,0 a 4 años,"1,995","21,829","20,903","42,732"
Baja California Sur,05 a 9 años,"1,995","21,914","21,063","42,977"
Baja California Sur,10 a 14 años,"1,995","21,139","20,026","41,165"
Baja California Sur,15 a 19 años,"1,995","20,591","19,995","40,586"
Baja California Sur,20 a 24 años,"1,995","19,607","19,624","39,231"
Baja California Sur,25 a 29 años,"1,995","17,321","17,133","34,454"
Baja California Sur,30 a 34 años,"1,995","15,373","15,603","30,976"
Baja California Sur,35 a 39 años,"1,995","13,577","13,207","26,784"
Baja California Sur,40 a 44 años,"1,995","10,270","9,494","19,764"
Baja California Sur,45 a 49 años,"1,995","7,786","7,119","14,905"
Baja California Sur,50 a 54 años,"1,995","6,110","5,501","11,611"
Baja California Sur,55 a 59 años,"1,995","4,574","4,044","8,618"
Baja California Sur,60 a 64 años,"1,995","3,545","3,323","6,868"
Baja California Sur,65 a 69 años,"1,995","2,574","2,487","5,061"
Baja California Sur,70 a 74 años,"1,995","1,870","1,690","3,560"
Baja California Sur,No especificado,"1,995",591,528,"1,119"
Baja California Sur,75 años y más,"1,995","2,342","2,741","5,083"
Campeche,0 a 4 años,"1,995","40,710","39,316","80,026"
Campeche,05 a 9 años,"1,995","40,787","39,893","80,680"
Campeche,10 a 14 años,"1,995","39,434","38,441","77,875"
Campeche,15 a 19 años,"1,995","35,725","35,739","71,464"
Campeche,20 a 24 años,"1,995","31,663","33,030","64,693"
Campeche,25 a 29 años,"1,995","25,406","26,723","52,129"
Campeche,30 a 34 años,"1,995","22,241","22,978","45,219"
Campeche,35 a 39 años,"1,995","20,102","20,456","40,558"
Campeche,40 a 44 años,"1,995","15,718","15,133","30,851"
Campeche,45 a 49 años,"1,995","12,510","12,011","24,521"
Campeche,50 a 54 años,"1,995","9,543","8,959","18,502"
Campeche,55 a 59 años,"1,995","7,439","7,241","14,680"
Campeche,60 a 64 años,"1,995","6,619","6,223","12,842"
Campeche,65 a 69 años,"1,995","4,867","4,480","9,347"
Campeche,70 a 74 años,"1,995","3,982","3,380","7,362"
Campeche,No especificado,"1,995","1,046",983,"2,029"
Campeche,75 años y más,"1,995","5,199","4,539","9,738"
Chiapas,0 a 4 años,"1,995","253,905","247,763","501,668"
Chiapas,05 a 9 años,"1,995","257,540","251,621","509,161"
Chiapas,10 a 14 años,"1,995","239,795","233,221","473,016"
Chiapas,15 a 19 años,"1,995","206,179","211,627","417,806"
Chiapas,20 a 24 años,"1,995","163,857","175,917","339,774"
Chiapas,25 a 29 años,"1,995","131,357","142,516","273,873"
Chiapas,30 a 34 años,"1,995","109,684","113,201","222,885"
Chiapas,35 a 39 años,"1,995","102,135","105,819","207,954"
Chiapas,40 a 44 años,"1,995","76,939","74,212","151,151"
Chiapas,45 a 49 años,"1,995","62,898","61,271","124,169"
Chiapas,50 a 54 años,"1,995","49,650","46,623","96,273"
Chiapas,55 a 59 años,"1,995","36,280","34,745","71,025"
Chiapas,60 a 64 años,"1,995","31,695","29,824","61,519"
Chiapas,65 a 69 años,"1,995","20,533","20,015","40,548"
Chiapas,70 a 74 años,"1,995","16,544","15,190","31,734"
Chiapas,No especificado,"1,995","8,719","8,905","17,624"
Chiapas,75 años y más,"1,995","22,870","21,736","44,606"
Chihuahua,0 a 4 años,"1,995","168,403","162,593","330,996"
Chihuahua,05 a 9 años,"1,995","162,991","157,179","320,170"
Chihuahua,10 a 14 años,"1,995","149,003","144,170","293,173"
Chihuahua,15 a 19 años,"1,995","146,786","145,067","291,853"
Chihuahua,20 a 24 años,"1,995","148,984","150,982","299,966"
Chihuahua,25 a 29 años,"1,995","125,406","129,026","254,432"
Chihuahua,30 a 34 años,"1,995","106,152","110,097","216,249"
Chihuahua,35 a 39 años,"1,995","88,099","92,999","181,098"
Chihuahua,40 a 44 años,"1,995","66,021","68,657","134,678"
Chihuahua,45 a 49 años,"1,995","53,545","56,486","110,031"
Chihuahua,50 a 54 años,"1,995","45,975","47,350","93,325"
Chihuahua,55 a 59 años,"1,995","36,676","37,980","74,656"
Chihuahua,60 a 64 años,"1,995","31,027","32,123","63,150"
Chihuahua,65 a 69 años,"1,995","22,185","23,643","45,828"
Chihuahua,70 a 74 años,"1,995","16,266","16,362","32,628"
Chihuahua,No especificado,"1,995","4,416","4,196","8,612"
Chihuahua,75 años y más,"1,995","19,979","22,713","42,692"
Ciudad de México,0 a 4 años,"1,995","397,471","383,234","780,705"
Ciudad de México,05 a 9 años,"1,995","399,659","385,807","785,466"
Ciudad de México,10 a 14 años,"1,995","394,202","387,606","781,808"
Ciudad de México,15 a 19 años,"1,995","412,443","435,973","848,416"
Ciudad de México,20 a 24 años,"1,995","464,586","499,489","964,075"
Ciudad de México,25 a 29 años,"1,995","398,800","428,160","826,960"
Ciudad de México,30 a 34 años,"1,995","343,863","381,400","725,263"
Ciudad de México,35 a 39 años,"1,995","303,002","340,426","643,428"
Ciudad de México,40 a 44 años,"1,995","236,398","263,537","499,935"
Ciudad de México,45 a 49 años,"1,995","188,011","214,082","402,093"
Ciudad de México,50 a 54 años,"1,995","151,341","173,912","325,253"
Ciudad de México,55 a 59 años,"1,995","106,781","129,048","235,829"
Ciudad de México,60 a 64 años,"1,995","92,245","120,537","212,782"
Ciudad de México,65 a 69 años,"1,995","66,784","91,929","158,713"
Ciudad de México,70 a 74 años,"1,995","50,741","69,179","119,920"
Ciudad de México,No especificado,"1,995","8,787","9,863","18,650"
Ciudad de México,75 años y más,"1,995","60,788","98,923","159,711"
Coahuila de Zaragoza,0 a 4 años,"1,995","128,620","124,530","253,150"
Coahuila de Zaragoza,05 a 9 años,"1,995","122,663","118,663","241,326"
Coahuila de Zaragoza,10 a 14 años,"1,995","119,915","116,479","236,394"
Coahuila de Zaragoza,15 a 19 años,"1,995","120,684","120,055","240,739"
Coahuila de Zaragoza,20 a 24 años,"1,995","113,983","117,581","231,564"
Coahuila de Zaragoza,25 a 29 años,"1,995","91,537","96,442","187,979"
Coahuila de Zaragoza,30 a 34 años,"1,995","79,968","84,444","164,412"
Coahuila de Zaragoza,35 a 39 años,"1,995","69,986","73,244","143,230"
Coahuila de Zaragoza,40 a 44 años,"1,995","54,275","55,164","109,439"
Coahuila de Zaragoza,45 a 49 años,"1,995","44,548","45,553","90,101"
Coahuila de Zaragoza,50 a 54 años,"1,995","35,823","36,407","72,230"
Coahuila de Zaragoza,55 a 59 años,"1,995","28,056","28,746","56,802"
Coahuila de Zaragoza,60 a 64 años,"1,995","23,213","24,203","47,416"
Coahuila de Zaragoza,65 a 69 años,"1,995","16,920","18,389","35,309"
Coahuila de Zaragoza,70 a 74 años,"1,995","12,520","12,923","25,443"
Coahuila de Zaragoza,No especificado,"1,995","1,937","2,045","3,982"
Coahuila de Zaragoza,75 años y más,"1,995","15,946","18,313","34,259"
Colima,0 a 4 años,"1,995","28,006","26,506","54,512"
Colima,05 a 9 años,"1,995","29,014","28,290","57,304"
Colima,10 a 14 años,"1,995","29,269","28,175","57,444"
Colima,15 a 19 años,"1,995","27,879","27,786","55,665"
Colima,20 a 24 años,"1,995","24,385","25,798","50,183"
Colima,25 a 29 años,"1,995","18,987","20,760","39,747"
Colima,30 a 34 años,"1,995","17,201","18,493","35,694"
Colima,35 a 39 años,"1,995","15,693","16,406","32,099"
Colima,40 a 44 años,"1,995","12,314","12,360","24,674"
Colima,45 a 49 años,"1,995","9,797","9,630","19,427"
Colima,50 a 54 años,"1,995","7,739","7,811","15,550"
Colima,55 a 59 años,"1,995","5,949","5,866","11,815"
Colima,60 a 64 años,"1,995","4,778","5,035","9,813"
Colima,65 a 69 años,"1,995","3,722","3,797","7,519"
Colima,70 a 74 años,"1,995","3,167","3,084","6,251"
